TIME,STOCK,STOCK2,FAI,,PE,,MEANALL,,MEANSP
150917,3086,30.86,23,,15.2,,23.02,,23.03
150918,3097,30.97,23,,15.2,,23.05666667,,23.085
150921,3156,31.56,20.8,,15.5,,22.62,,23.53
150922,3185,31.85,20.8,,15.7,,22.78333333,,23.775
150923,3115,31.15,20.8,,15.3,,22.41666667,,23.225
150924,3142,31.42,20.8,,15.4,,22.54,,23.41
150925,3092,30.92,20.8,,15.2,,22.30666667,,23.06
150928,3100,31,23,,15.2,,23.06666667,,23.1
150929,3038,30.38,23,,14.9,,22.76,,22.64
150930,3052,30.52,23,,15,,22.84,,22.76
151008,3143,31.43,19.2,,15.5,,22.04333333,,23.465
151009,3183,31.83,19.2,,15.7,,22.24333333,,23.765
151012,3287,32.87,26.3,,16.2,,25.12333333,,24.535
151013,3293,32.93,26.3,,16.2,,25.14333333,,24.565
151014,3262,32.62,26.3,,16,,24.97333333,,24.31
151015,3338,33.38,26.3,,16.4,,25.36,,24.89
151016,3391,33.91,26.3,,16.7,,25.63666667,,25.305
151019,3386,33.86,22.9,,16.7,,24.48666667,,25.28
151020,3425,34.25,22.9,,16.8,,24.65,,25.525
151021,3320,33.2,22.9,,16.3,,24.13333333,,24.75
151022,3368,33.68,22.9,,16.6,,24.39333333,,25.14
151023,3412,34.12,22.9,,16.8,,24.60666667,,25.46
151026,3429,34.29,26.9,,16.6,,25.93,,25.445
151027,3434,34.34,26.9,,16.6,,25.94666667,,25.47
151028,3375,33.75,26.9,,16.6,,25.75,,25.175
151029,3387,33.87,26.9,,16.6,,25.79,,25.235
151030,3382,33.82,26.9,,16.6,,25.77333333,,25.21
151102,3325,33.25,25,,16.4,,24.88333333,,24.825
151103,3316,33.16,25,,16.3,,24.82,,24.73
151104,3459,34.59,25,,16.4,,25.33,,25.495
151105,3522,35.22,25,,16.4,,25.54,,25.81
151106,3646,36.46,25,,16.4,,25.95333333,,26.43
151109,3646,36.46,25.1,,18,,26.52,,27.23
151110,3640,36.4,25.1,,18,,26.5,,27.2
151111,3650,36.5,25.1,,18,,26.53333333,,27.25
151112,3632,36.32,25.1,,18,,26.47333333,,27.16
151113,3580,35.8,25.1,,18,,26.3,,26.9
151116,3606,36.06,22.3,,17.8,,25.38666667,,26.93
151117,3604,36.04,22.3,,17.8,,25.38,,26.92
151118,3568,35.68,22.3,,17.8,,25.26,,26.74
151119,3617,36.17,22.3,,17.8,,25.42333333,,26.985
151120,3630,36.3,22.3,,17.8,,25.46666667,,27.05
151123,3610,36.1,8.3,,17.8,,20.73333333,,26.95
151124,3616,36.16,8.3,,17.8,,20.75333333,,26.98
151125,3646,36.46,8.3,,17.8,,20.85333333,,27.13
151126,3635,36.35,8.3,,17.8,,20.81666667,,27.075
151127,3436,34.36,8.3,,16.9,,19.85333333,,25.63
151130,3445,34.45,14,,17,,21.81666667,,25.725
151201,3456,34.56,14,,17,,21.85333333,,25.78
151202,3536,35.36,14,,17,,22.12,,26.18
151203,3584,35.84,14,,17,,22.28,,26.42
151204,3524,35.24,14,,17,,22.08,,26.12
151207,3536,35.36,26,,17.5,,26.28666667,,26.43
151208,3470,34.7,26,,17.5,,26.06666667,,26.1
151209,3472,34.72,26,,17.5,,26.07333333,,26.11
151210,3455,34.55,26,,17.5,,26.01666667,,26.025
151211,3434,34.34,26,,17.5,,25.94666667,,25.92
151214,3520,35.2,22.7,,17.4,,25.1,,26.3
151215,3510,35.1,22.7,,17.4,,25.06666667,,26.25
151216,3516,35.16,22.7,,17.4,,25.08666667,,26.28
151217,3580,35.8,22.7,,17.4,,25.3,,26.6
151218,3578,35.78,22.7,,17.4,,25.29333333,,26.59
151221,3642,36.42,24.2,,18,,26.20666667,,27.21
151222,3651,36.51,24.2,,18,,26.23666667,,27.255
151223,3636,36.36,24.2,,18,,26.18666667,,27.18
151224,3612,36.12,24.2,,18,,26.10666667,,27.06
151225,3627,36.27,24.2,,18,,26.15666667,,27.135
151228,3533,35.33,32.9,,17.5,,28.57666667,,26.415
151229,3563,35.63,32.9,,17.5,,28.67666667,,26.565
151230,3572,35.72,32.9,,17.5,,28.70666667,,26.61
151231,3539,35.39,32.9,,17.5,,28.59666667,,26.445
160104,3296,32.96,32.9,,16.3,,27.38666667,,24.63
160105,3287,32.87,32.9,,16.3,,27.35666667,,24.585
160106,3361,33.61,32.9,,16.7,,27.73666667,,25.155
160107,3125,31.25,32.9,,15.5,,26.55,,23.375
160108,3186,31.86,32.9,,15.8,,26.85333333,,23.83
160111,3016,30.16,15.7,,15,,20.28666667,,22.58
160112,3022,30.22,15.7,,15,,20.30666667,,22.61
160113,2949,29.49,15.7,,14.7,,19.96333333,,22.095
160114,3007,30.07,15.7,,15,,20.25666667,,22.535
160115,2900,29,15.7,,14.4,,19.7,,21.7
160118,2913,29.13,16.4,,14.5,,20.01,,21.815
160119,3007,30.07,16.4,,15,,20.49,,22.535
160120,2976,29.76,16.4,,14.8,,20.32,,22.28
160121,2880,28.8,16.4,,14.3,,19.83333333,,21.55
160122,2916,29.16,16.4,,14.5,,20.02,,21.83
160125,2938,29.38,20.4,,14.6,,21.46,,21.99
160126,2749,27.49,20.4,,13.7,,20.53,,20.595
160127,2735,27.35,20.4,,13.6,,20.45,,20.475
160128,2655,26.55,20.4,,13.2,,20.05,,19.875
160129,2737,27.37,20.4,,13.6,,20.45666667,,20.485
160201,2688,26.88,34.6,,13.4,,24.96,,20.14
160202,2749,27.49,34.6,,13.7,,25.26333333,,20.595
160203,2739,27.39,34.6,,13.6,,25.19666667,,20.495
160204,2781,27.81,34.6,,13.8,,25.40333333,,20.805
160205,2763,27.63,34.6,,13.8,,25.34333333,,20.715
160215,2746,27.46,15,,13.7,,18.72,,20.58
160216,2836,28.36,15,,14.1,,19.15333333,,21.23
160217,2867,28.67,15,,14.3,,19.32333333,,21.485
160218,2862,28.62,15,,14.3,,19.30666667,,21.46
160219,2860,28.6,15,,14.3,,19.3,,21.45
160222,2927,29.27,5.9,,14.6,,16.59,,21.935
160223,2903,29.03,5.9,,14.5,,16.47666667,,21.765
160224,2928,29.28,5.9,,14.6,,16.59333333,,21.94
160225,2741,27.41,5.9,,13.7,,15.67,,20.555
160226,2767,27.67,5.9,,13.8,,15.79,,20.735
160229,2687,26.87,18.9,,13.4,,19.72333333,,20.135
160301,2733,27.33,18.9,,13.7,,19.97666667,,20.515
160302,2849,28.49,18.9,,14.2,,20.53,,21.345
160303,2859,28.59,18.9,,14.3,,20.59666667,,21.445
160304,2874,28.74,18.9,,14.4,,20.68,,21.57
160307,2897,28.97,37.8,,14.5,,27.09,,21.735
160308,2901,29.01,37.8,,14.5,,27.10333333,,21.755
160309,2862,28.62,37.8,,14.3,,26.90666667,,21.46
160310,2804,28.04,37.8,,14,,26.61333333,,21.02
160311,2810,28.1,37.8,,14.1,,26.66666667,,21.1
160314,2859,28.59,17.4,,14.3,,20.09666667,,21.445
160315,2864,28.64,17.4,,14.3,,20.11333333,,21.47
160316,2870,28.7,17.4,,14.4,,20.16666667,,21.55
160317,2904,29.04,17.4,,14.5,,20.31333333,,21.77
160318,2955,29.55,17.4,,14.8,,20.58333333,,22.175
160321,3018,30.18,20.8,,15.1,,22.02666667,,22.64
160322,2999,29.99,20.8,,15,,21.93,,22.495
160323,3009,30.09,20.8,,15.1,,21.99666667,,22.595
160324,2960,29.6,20.8,,14.8,,21.73333333,,22.2
160325,2979,29.79,20.8,,14.9,,21.83,,22.345
160328,2957,29.57,30.3,,14.8,,24.89,,22.185
160329,2919,29.19,30.3,,14.8,,24.76333333,,21.995
160330,3000,30,30.3,,14.8,,25.03333333,,22.4
160331,3003,30.03,30.3,,14.8,,25.04333333,,22.415
160401,3009,30.09,30.3,,14.8,,25.06333333,,22.445
160405,3053,30.53,24.9,,15.3,,23.57666667,,22.915
160406,3050,30.5,24.9,,15.3,,23.56666667,,22.9
160407,3008,30.08,24.9,,15.3,,23.42666667,,22.69
160408,2984,29.84,24.9,,15.3,,23.34666667,,22.57
160411,3033,30.33,7.4,,15.2,,17.64333333,,22.765
160412,3023,30.23,7.4,,15.2,,17.61,,22.715
160413,3066,30.66,7.4,,15.2,,17.75333333,,22.93
160414,3082,30.82,7.4,,15.2,,17.80666667,,23.01
160415,3078,30.78,7.4,,15.2,,17.79333333,,22.99
160418,3033,30.33,19.6,,15.2,,21.71,,22.765
160419,3042,30.42,19.6,,15.2,,21.74,,22.81
160420,2972,29.72,19.6,,15.2,,21.50666667,,22.46
160421,2952,29.52,19.6,,15.2,,21.44,,22.36
160422,2959,29.59,19.6,,15.2,,21.46333333,,22.395
160425,2946,29.46,22.2,,14.7,,22.12,,22.08
160426,2964,29.64,22.2,,14.7,,22.18,,22.17
160427,2953,29.53,22.2,,14.7,,22.14333333,,22.115
160428,2945,29.45,22.2,,14.7,,22.11666667,,22.075
160429,2938,29.38,22.2,,14.7,,22.09333333,,22.04
160503,2992,29.92,20,,14.4,,21.44,,22.16
160504,2991,29.91,20,,14.4,,21.43666667,,22.155
160505,2997,29.97,20,,14.4,,21.45666667,,22.185
160506,2913,29.13,20,,14.1,,21.07666667,,21.615
160509,2832,28.32,15.7,,13.7,,19.24,,21.01
160510,2832,28.32,15.7,,13.7,,19.24,,21.01
160511,2837,28.37,15.7,,13.7,,19.25666667,,21.035
160512,2835,28.35,15.7,,13.7,,19.25,,21.025
150513,2827,28.27,15.7,,13.7,,19.22333333,,20.985
160516,2850,28.5,13.8,,13.8,,18.7,,21.15
160517,2843,28.43,13.8,,13.8,,18.67666667,,21.115
160518,2807,28.07,13.8,,13.6,,18.49,,20.835
160519,2806,28.06,13.8,,13.6,,18.48666667,,20.83
160520,2825,28.25,13.8,,13.7,,18.58333333,,20.975
160523,2843,28.43,25.1,,13.8,,22.44333333,,21.115
160524,2821,28.21,25.1,,13.7,,22.33666667,,20.955
160525,2815,28.15,25.1,,13.7,,22.31666667,,20.925
160526,2822,28.22,25.1,,13.7,,22.34,,20.96
160527,2821,28.21,25.1,,13.7,,22.33666667,,20.955
160530,2822,28.22,10.8,,13.7,,17.57333333,,20.96
160531,2916,29.16,10.8,,14.2,,18.05333333,,21.68
160601,2913,29.13,10.8,,14.1,,18.01,,21.615
160602,2925,29.25,10.8,,14.2,,18.08333333,,21.725
160603,2938,29.38,10.8,,14.3,,18.16,,21.84
160606,2934,29.34,25.2,,14.2,,22.91333333,,21.77
160607,2936,29.36,25.2,,14.3,,22.95333333,,21.83
160608,2927,29.27,25.2,,14.2,,22.89,,21.735
160613,2833,28.33,25.2,,13.8,,22.44333333,,21.065
160614,2842,28.42,25.2,,13.8,,22.47333333,,21.11
160615,2887,28.87,25.2,,14,,22.69,,21.435
160616,2872,28.72,25.2,,14,,22.64,,21.36
160617,2885,28.85,25.2,,14,,22.68333333,,21.425
160620,2888,28.88,55.7,,14.1,,32.89333333,,21.49
160621,2878,28.78,55.7,,14,,32.82666667,,21.39
160622,2905,29.05,55.7,,14.1,,32.95,,21.575
160623,2891,28.91,55.7,,14.1,,32.90333333,,21.505
160624,2854,28.54,55.7,,13.9,,32.71333333,,21.22
160627,2895,28.95,45.9,,14.1,,29.65,,21.525
160628,2912,29.12,45.9,,14.2,,29.74,,21.66
160629,2931,29.31,45.9,,14.3,,29.83666667,,21.805
160630,2929,29.29,45.9,,14.3,,29.83,,21.795
160701,2932,29.32,45.9,,14.3,,29.84,,21.81
160704,2988,29.88,20.5,,14.6,,21.66,,22.24
160705,3006,30.06,20.5,,14.6,,21.72,,22.33
160706,3017,30.17,20.5,,14.7,,21.79,,22.435
160707,3016,30.16,20.5,,14.7,,21.78666667,,22.43
160708,2988,29.88,20.5,,14.6,,21.66,,22.24
160711,2994,29.94,1.8,,14.6,,15.44666667,,22.27
160712,3049,30.49,1.8,,14.9,,15.73,,22.695
160713,3060,30.6,1.8,,14.9,,15.76666667,,22.75
160714,3054,30.54,1.8,,14.9,,15.74666667,,22.72
160715,3054,30.54,1.8,,14.9,,15.74666667,,22.72
160718,3034,30.34,29.9,,14.9,,25.04666667,,22.62
160719,3036,30.36,29.9,,14.8,,25.02,,22.58
160720,3027,30.27,29.9,,14.8,,24.99,,22.535
160721,3039,30.39,29.9,,14.8,,25.03,,22.595
160722,3012,30.12,29.9,,14.7,,24.90666667,,22.41
160725,3015,30.15,20.7,,14.7,,21.85,,22.425
160726,3050,30.5,20.7,,14.9,,22.03333333,,22.7
160727,2992,29.92,20.7,,14.6,,21.74,,22.26
160728,2994,29.94,20.7,,14.7,,21.78,,22.32
160729,2979,29.79,20.7,,14.6,,21.69666667,,22.195
160801,2953,29.53,20.7,,14.5,,21.57666667,,22.015
160802,2971,29.71,20.7,,14.5,,21.63666667,,22.105
